"County","State","Contract ID","Organization Name","Organization Type","Plan Type","SSA Code","FIPS Code","Enrolled"
"DeKalb","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01240","01049","30"
"DeKalb","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01240","01049","291"
"Elmore","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01250","01051","1174"
"Elmore","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01250","01051","2197"
"Elmore","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01250","01051","1310"
"Elmore","AL","H0710","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01250","01051","32"
"Elmore","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01250","01051","1501"
"Elmore","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01250","01051","49"
"Elmore","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01250","01051","598"
"Elmore","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01250","01051","1325"
"Elmore","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01250","01051","52"
"Elmore","AL","H7849","CIGNA HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","01250","01051","30"
"Elmore","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01250","01051","24"
"Elmore","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01250","01051","82"
"Escambia","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01260","01053","449"
"Escambia","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01260","01053","487"
"Escambia","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01260","01053","252"
"Escambia","AL","H2802","UNITEDHEALTHCARE OF THE MIDLANDS, INC.","Local CCP","HMO/HMOPOS","01260","01053","1179"
"Escambia","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01260","01053","50"
"Escambia","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01260","01053","598"
"Escambia","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01260","01053","100"
"Escambia","AL","H5525","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Local CCP","Local PPO","01260","01053","125"
"Escambia","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01260","01053","651"
"Escambia","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01260","01053","77"
"Etowah","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01270","01055","2225"
"Etowah","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01270","01055","1152"
"Etowah","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01270","01055","542"
"Etowah","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01270","01055","2017"
"Etowah","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01270","01055","23"
"Etowah","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01270","01055","1866"
"Etowah","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01270","01055","2054"
"Etowah","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01270","01055","382"
"Etowah","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01270","01055","1914"
"Etowah","AL","H7849","CIGNA HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","01270","01055","43"
"Etowah","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01270","01055","54"
"Etowah","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01270","01055","260"
"Fayette","AL","90091","UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT","HCPP - 1833 Cost","HCPP - 1833 Cost","01280","01057","32"
"Fayette","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01280","01057","456"
"Fayette","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01280","01057","100"
"Fayette","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01280","01057","421"
"Fayette","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01280","01057","111"
"Fayette","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01280","01057","433"
"Fayette","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01280","01057","47"
"Franklin","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01290","01059","496"
"Franklin","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01290","01059","95"
"Franklin","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01290","01059","11"
"Franklin","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01290","01059","149"
"Franklin","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01290","01059","27"
"Franklin","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01290","01059","931"
"Franklin","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01290","01059","122"
"Franklin","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01290","01059","17"
"Franklin","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01290","01059","82"
"Geneva","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01300","01061","529"
"Geneva","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01300","01061","66"
"Geneva","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01300","01061","1100"
"Geneva","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01300","01061","95"
"Geneva","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01300","01061","741"
"Geneva","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01300","01061","55"
"Geneva","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01300","01061","104"
"Greene","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01310","01063","265"
"Greene","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01310","01063","51"
"Greene","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01310","01063","491"
"Greene","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01310","01063","23"
"Greene","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01310","01063","87"
"Hale","AL","90091","UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT","HCPP - 1833 Cost","HCPP - 1833 Cost","01320","01065","14"
"Hale","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01320","01065","259"
"Hale","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01320","01065","12"
"Hale","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01320","01065","145"
"Hale","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01320","01065","16"
"Hale","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01320","01065","883"
"Hale","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01320","01065","25"
"Hale","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01320","01065","22"
"Hale","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01320","01065","16"
"Hale","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01320","01065","61"
"Henry","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01330","01067","284"
"Henry","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01330","01067","37"
"Henry","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01330","01067","799"
"Henry","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01330","01067","109"
"Henry","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01330","01067","861"
"Henry","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01330","01067","194"
"Henry","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01330","01067","87"
"Houston","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01340","01069","1521"
"Houston","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01340","01069","185"
"Houston","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01340","01069","2045"
"Houston","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01340","01069","512"
"Houston","AL","H2802","UNITEDHEALTHCARE OF THE MIDLANDS, INC.","Local CCP","HMO/HMOPOS","01340","01069","2422"
"Houston","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01340","01069","48"
"Houston","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01340","01069","2899"
"Houston","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01340","01069","610"
"Houston","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01340","01069","40"
"Houston","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01340","01069","304"
"Jackson","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01350","01071","1115"
"Jackson","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01350","01071","257"
"Jackson","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01350","01071","28"
"Jackson","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01350","01071","50"
"Jackson","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01350","01071","1151"
"Jackson","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01350","01071","1159"
"Jackson","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01350","01071","196"
"Jackson","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01350","01071","691"
"Jackson","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01350","01071","32"
"Jackson","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01350","01071","140"
"Jefferson","AL","90091","UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT","HCPP - 1833 Cost","HCPP - 1833 Cost","01360","01073","977"
"Jefferson","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01360","01073","14929"
"Jefferson","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01360","01073","18486"
"Jefferson","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01360","01073","4725"
"Jefferson","AL","H0710","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01360","01073","396"
"Jefferson","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01360","01073","2158"
"Jefferson","AL","H2802","UNITEDHEALTHCARE OF THE MIDLANDS, INC.","Local CCP","HMO/HMOPOS","01360","01073","9330"
"Jefferson","AL","H3239","AETNA BETTER HEALTH, INC. (LA)","Local CCP","HMO/HMOPOS","01360","01073","113"
"Jefferson","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01360","01073","32"
"Jefferson","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01360","01073","292"
"Jefferson","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01360","01073","6867"
"Jefferson","AL","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","01360","01073","26"
"Jefferson","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01360","01073","10139"
"Jefferson","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01360","01073","2452"
"Jefferson","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01360","01073","3756"
"Jefferson","AL","H7849","CIGNA HEALTH AND LIFE INSURANCE COMPANY","Local CCP","Local PPO","01360","01073","265"
"Jefferson","AL","H8280","BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01360","01073","42"
"Jefferson","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01360","01073","140"
"Jefferson","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01360","01073","252"
"Lamar","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01370","01075","230"
"Lamar","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01370","01075","76"
"Lamar","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01370","01075","57"
"Lamar","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01370","01075","415"
"Lamar","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01370","01075","129"
"Lamar","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01370","01075","91"
"Lauderdale","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01380","01077","1783"
"Lauderdale","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01380","01077","302"
"Lauderdale","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01380","01077","629"
"Lauderdale","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01380","01077","372"
"Lauderdale","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01380","01077","13"
"Lauderdale","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01380","01077","53"
"Lauderdale","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01380","01077","781"
"Lauderdale","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01380","01077","2227"
"Lauderdale","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01380","01077","356"
"Lauderdale","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01380","01077","1135"
"Lauderdale","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01380","01077","203"
"Lauderdale","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01380","01077","239"
"Lawrence","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01390","01079","607"
"Lawrence","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01390","01079","426"
"Lawrence","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01390","01079","171"
"Lawrence","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01390","01079","25"
"Lawrence","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01390","01079","31"
"Lawrence","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01390","01079","382"
"Lawrence","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01390","01079","551"
"Lawrence","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01390","01079","244"
"Lawrence","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01390","01079","533"
"Lawrence","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01390","01079","225"
"Lawrence","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01390","01079","119"
"Lee","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01400","01081","1706"
"Lee","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01400","01081","1006"
"Lee","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01400","01081","826"
"Lee","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01400","01081","13"
"Lee","AL","H4036","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","01400","01081","17"
"Lee","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01400","01081","55"
"Lee","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01400","01081","5013"
"Lee","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01400","01081","89"
"Lee","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01400","01081","1630"
"Lee","AL","H7728","ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.","Local CCP","Local PPO","01400","01081","26"
"Lee","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01400","01081","20"
"Lee","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01400","01081","215"
"Limestone","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01410","01083","1060"
"Limestone","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01410","01083","368"
"Limestone","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01410","01083","337"
"Limestone","AL","H3239","AETNA BETTER HEALTH, INC. (LA)","Local CCP","HMO/HMOPOS","01410","01083","24"
"Limestone","AL","H3916","HIGHMARK SENIOR HEALTH COMPANY","Local CCP","Local PPO","01410","01083","164"
"Limestone","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01410","01083","67"
"Limestone","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01410","01083","1027"
"Limestone","AL","H4909","ANTHEM INSURANCE COMPANIES, INC.","Local CCP","Local PPO","01410","01083","11"
"Limestone","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01410","01083","1511"
"Limestone","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01410","01083","502"
"Limestone","AL","H5619","ARCADIAN HEALTH PLAN, INC.","Local CCP","HMO/HMOPOS","01410","01083","1398"
"Limestone","AL","H8145","HUMANA INSURANCE COMPANY","PFFS","PFFS","01410","01083","30"
"Limestone","AL","H9572","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Local CCP","Local PPO","01410","01083","452"
"Limestone","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01410","01083","122"
"Lowndes","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01420","01085","116"
"Lowndes","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01420","01085","298"
"Lowndes","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01420","01085","325"
"Lowndes","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01420","01085","133"
"Lowndes","AL","H2802","UNITEDHEALTHCARE OF THE MIDLANDS, INC.","Local CCP","HMO/HMOPOS","01420","01085","517"
"Lowndes","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01420","01085","24"
"Lowndes","AL","H4513","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Local CCP","HMO/HMOPOS","01420","01085","154"
"Lowndes","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01420","01085","274"
"Lowndes","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01420","01085","21"
"Macon","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01430","01087","214"
"Macon","AL","H0154","VIVA HEALTH, INC.","Local CCP","HMO/HMOPOS","01430","01087","154"
"Macon","AL","H0432","UNITEDHEALTHCARE OF ALABAMA, INC.","Local CCP","HMO/HMOPOS","01430","01087","334"
"Macon","AL","H2001","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Local CCP","Local PPO","01430","01087","160"
"Macon","AL","H2802","UNITEDHEALTHCARE OF THE MIDLANDS, INC.","Local CCP","HMO/HMOPOS","01430","01087","749"
"Macon","AL","H4091","SIMPRA ADVANTAGE, INC.","Local CCP","Local PPO","01430","01087","36"
"Macon","AL","H5216","HUMANA INSURANCE COMPANY","Local CCP","Local PPO","01430","01087","538"
"Macon","AL","H5521","AETNA LIFE INSURANCE COMPANY","Local CCP","Local PPO","01430","01087","79"
"Macon","AL","R7315","HUMANA INSURANCE COMPANY","Regional CCP","Regional PPO","01430","01087","49"
"Madison","AL","H0104","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Local CCP","Local PPO","01440","01089","4207"
